t 	x 	v
9.1700	0.3943	0.0338
9.1800	0.3946	0.0298
9.1900	0.3949	0.0259
9.2000	0.3951	0.0219
9.2100	0.3953	0.0180
9.2200	0.3955	0.0140
9.2300	0.3956	0.0100
9.2400	0.3957	0.0061
9.2500	0.3957	0.0021
9.2600	0.3957	-0.0018
9.2700	0.3957	-0.0058
9.2800	0.3956	-0.0097
9.2900	0.3955	-0.0137
9.3000	0.3953	-0.0176
9.3100	0.3951	-0.0216
9.3200	0.3949	-0.0255
9.3300	0.3946	-0.0295
9.3400	0.3943	-0.0334
9.3500	0.3940	-0.0374
9.3600	0.3936	-0.0413
9.3700	0.3931	-0.0452
9.3800	0.3927	-0.0491
9.3900	0.3922	-0.0530
9.4000	0.3916	-0.0569
9.4100	0.3910	-0.0608
9.4200	0.3904	-0.0647
9.4300	0.3897	-0.0685
9.4400	0.3890	-0.0724
9.4500	0.3883	-0.0762
9.4600	0.3875	-0.0801
9.4700	0.3867	-0.0839
9.4800	0.3858	-0.0877
9.4900	0.3849	-0.0915
9.5000	0.3840	-0.0953
9.5100	0.3830	-0.0990
9.5200	0.3820	-0.1028
9.5300	0.3810	-0.1065
9.5400	0.3799	-0.1102
9.5500	0.3788	-0.1139
9.5600	0.3776	-0.1176
9.5700	0.3764	-0.1213
9.5800	0.3752	-0.1249
9.5900	0.3739	-0.1286
9.6000	0.3726	-0.1322
9.6100	0.3713	-0.1357
9.6200	0.3699	-0.1393
9.6300	0.3685	-0.1429
9.6400	0.3670	-0.1464
9.6500	0.3656	-0.1499
9.6600	0.3640	-0.1533
9.6700	0.3625	-0.1568
9.6800	0.3609	-0.1602
9.6900	0.3593	-0.1636
9.7000	0.3576	-0.1670
9.7100	0.3559	-0.1704
9.7200	0.3542	-0.1737
9.7300	0.3525	-0.1770
9.7400	0.3507	-0.1803
9.7500	0.3489	-0.1835
9.7600	0.3470	-0.1867
9.7700	0.3451	-0.1899
9.7800	0.3432	-0.1931
9.7900	0.3413	-0.1962
9.8000	0.3393	-0.1994
9.8100	0.3373	-0.2024
9.8200	0.3352	-0.2055
9.8300	0.3332	-0.2085
9.8400	0.3311	-0.2115
9.8500	0.3289	-0.2145
9.8600	0.3268	-0.2174
9.8700	0.3246	-0.2203
9.8800	0.3224	-0.2232
9.8900	0.3201	-0.2260
9.9000	0.3179	-0.2288
9.9100	0.3156	-0.2316
9.9200	0.3132	-0.2343
9.9300	0.3109	-0.2370
9.9400	0.3085	-0.2397
9.9500	0.3061	-0.2423
9.9600	0.3036	-0.2449
9.9700	0.3012	-0.2475
9.9800	0.2987	-0.2500
9.9900	0.2962	-0.2525
10.0000	0.2936	-0.2550
10.0100	0.2911	-0.2574
10.0200	0.2885	-0.2598
10.0300	0.2859	-0.2622
10.0400	0.2832	-0.2645
10.0500	0.2806	-0.2668
10.0600	0.2779	-0.2690
10.0700	0.2752	-0.2713
10.0800	0.2725	-0.2734
10.0900	0.2697	-0.2756
10.1000	0.2670	-0.2777
10.1100	0.2642	-0.2798
10.1200	0.2614	-0.2818
10.1300	0.2585	-0.2838
10.1400	0.2557	-0.2858
10.1500	0.2528	-0.2877
10.1600	0.2499	-0.2896
10.1700	0.2470	-0.2914
10.1800	0.2441	-0.2932
10.1900	0.2412	-0.2950
10.2000	0.2382	-0.2968
10.2100	0.2352	-0.2985
10.2200	0.2322	-0.3001
10.2300	0.2292	-0.3018
10.2400	0.2262	-0.3034
10.2500	0.2232	-0.3049
10.2600	0.2201	-0.3064
10.2700	0.2170	-0.3079
10.2800	0.2140	-0.3093
10.2900	0.2109	-0.3107
10.3000	0.2077	-0.3121
10.3100	0.2046	-0.3134
10.3200	0.2015	-0.3147
10.3300	0.1983	-0.3160
10.3400	0.1952	-0.3172
10.3500	0.1920	-0.3184
10.3600	0.1888	-0.3195
10.3700	0.1856	-0.3206
10.3800	0.1824	-0.3217
10.3900	0.1792	-0.3227
10.4000	0.1759	-0.3237
10.4100	0.1727	-0.3247
10.4200	0.1694	-0.3256
10.4300	0.1662	-0.3265
10.4400	0.1629	-0.3273
10.4500	0.1596	-0.3281
10.4600	0.1563	-0.3289
10.4700	0.1530	-0.3296
10.4800	0.1497	-0.3303
10.4900	0.1464	-0.3310
10.5000	0.1431	-0.3316
10.5100	0.1398	-0.3322
10.5200	0.1365	-0.3327
10.5300	0.1331	-0.3333
10.5400	0.1298	-0.3337
10.5500	0.1265	-0.3342
10.5600	0.1231	-0.3346
10.5700	0.1198	-0.3350
10.5800	0.1164	-0.3353
10.5900	0.1131	-0.3356
10.6000	0.1097	-0.3359
10.6100	0.1064	-0.3361
10.6200	0.1030	-0.3363
10.6300	0.0996	-0.3365
10.6400	0.0963	-0.3366
10.6500	0.0929	-0.3367
10.6600	0.0895	-0.3368
10.6700	0.0862	-0.3368
10.6800	0.0828	-0.3368
10.6900	0.0794	-0.3367
10.7000	0.0761	-0.3367
10.7100	0.0727	-0.3366
10.7200	0.0693	-0.3364
10.7300	0.0660	-0.3363
10.7400	0.0626	-0.3360
10.7500	0.0592	-0.3358
10.7600	0.0559	-0.3355
10.7700	0.0525	-0.3352
10.7800	0.0492	-0.3349
10.7900	0.0458	-0.3345
10.8000	0.0425	-0.3341
10.8100	0.0392	-0.3337
10.8200	0.0358	-0.3333
10.8300	0.0325	-0.3328
10.8400	0.0292	-0.3322
10.8500	0.0258	-0.3317
10.8600	0.0225	-0.3311
10.8700	0.0192	-0.3305
10.8800	0.0159	-0.3299
10.8900	0.0126	-0.3292
10.9000	0.0093	-0.3285
10.9100	0.0061	-0.3278
10.9200	0.0028	-0.3270
10.9300	-0.0005	-0.3262
10.9400	-0.0037	-0.3254
10.9500	-0.0070	-0.3245
10.9600	-0.0102	-0.3237
10.9700	-0.0135	-0.3228
10.9800	-0.0167	-0.3218
10.9900	-0.0199	-0.3209
11.0000	-0.0231	-0.3199
11.0100	-0.0263	-0.3189
11.0200	-0.0295	-0.3178
11.0300	-0.0327	-0.3168
11.0400	-0.0358	-0.3157
11.0500	-0.0390	-0.3146
11.0600	-0.0421	-0.3134
11.0700	-0.0452	-0.3123
11.0800	-0.0484	-0.3111
11.0900	-0.0515	-0.3098
11.1000	-0.0546	-0.3086
11.1100	-0.0576	-0.3073
11.1200	-0.0607	-0.3060
11.1300	-0.0638	-0.3047
11.1400	-0.0668	-0.3033
11.1500	-0.0698	-0.3020
11.1600	-0.0728	-0.3006
11.1700	-0.0758	-0.2992
11.1800	-0.0788	-0.2977
11.1900	-0.0818	-0.2963
11.2000	-0.0847	-0.2948
11.2100	-0.0877	-0.2933
11.2200	-0.0906	-0.2917
11.2300	-0.0935	-0.2902
11.2400	-0.0964	-0.2886
11.2500	-0.0993	-0.2870
11.2600	-0.1021	-0.2854
11.2700	-0.1050	-0.2837
11.2800	-0.1078	-0.2821
11.2900	-0.1106	-0.2804
11.3000	-0.1134	-0.2787
11.3100	-0.1162	-0.2769
11.3200	-0.1190	-0.2752
11.3300	-0.1217	-0.2734
11.3400	-0.1244	-0.2716
11.3500	-0.1271	-0.2698
11.3600	-0.1298	-0.2680
11.3700	-0.1325	-0.2662
11.3800	-0.1352	-0.2643
11.3900	-0.1378	-0.2624
11.4000	-0.1404	-0.2605
11.4100	-0.1430	-0.2586
11.4200	-0.1456	-0.2566
11.4300	-0.1481	-0.2547
11.4400	-0.1507	-0.2527
11.4500	-0.1532	-0.2507
11.4600	-0.1557	-0.2487
11.4700	-0.1582	-0.2467
11.4800	-0.1606	-0.2446
11.4900	-0.1631	-0.2426
11.5000	-0.1655	-0.2405
11.5100	-0.1679	-0.2384
11.5200	-0.1702	-0.2363
11.5300	-0.1726	-0.2341
11.5400	-0.1749	-0.2320
11.5500	-0.1772	-0.2298
11.5600	-0.1795	-0.2277
11.5700	-0.1818	-0.2255
11.5800	-0.1840	-0.2233
11.5900	-0.1863	-0.2210
11.6000	-0.1884	-0.2188
11.6100	-0.1906	-0.2166
11.6200	-0.1928	-0.2143
11.6300	-0.1949	-0.2120
11.6400	-0.1970	-0.2097
11.6500	-0.1991	-0.2074
11.6600	-0.2012	-0.2051
11.6700	-0.2032	-0.2028
11.6800	-0.2052	-0.2004
11.6900	-0.2072	-0.1980
11.7000	-0.2092	-0.1957
11.7100	-0.2111	-0.1933
11.7200	-0.2131	-0.1909
11.7300	-0.2149	-0.1885
11.7400	-0.2168	-0.1861
11.7500	-0.2187	-0.1836
11.7600	-0.2205	-0.1812
11.7700	-0.2223	-0.1787
11.7800	-0.2241	-0.1763
11.7900	-0.2258	-0.1738
11.8000	-0.2275	-0.1713
11.8100	-0.2292	-0.1688
11.8200	-0.2309	-0.1663
11.8300	-0.2326	-0.1638
11.8400	-0.2342	-0.1612
11.8500	-0.2358	-0.1587
11.8600	-0.2374	-0.1561
11.8700	-0.2389	-0.1536
11.8800	-0.2404	-0.1510
11.8900	-0.2419	-0.1484
11.9000	-0.2434	-0.1458
11.9100	-0.2449	-0.1432
11.9200	-0.2463	-0.1406
11.9300	-0.2477	-0.1380
11.9400	-0.2490	-0.1354
11.9500	-0.2504	-0.1328
11.9600	-0.2517	-0.1301
11.9700	-0.2530	-0.1275
11.9800	-0.2542	-0.1248
11.9900	-0.2555	-0.1221
12.0000	-0.2567	-0.1195
12.0100	-0.2579	-0.1168
12.0200	-0.2590	-0.1141
12.0300	-0.2601	-0.1114
12.0400	-0.2612	-0.1087
12.0500	-0.2623	-0.1060
12.0600	-0.2634	-0.1033
12.0700	-0.2644	-0.1006
12.0800	-0.2654	-0.0979
12.0900	-0.2663	-0.0951
12.1000	-0.2673	-0.0924
12.1100	-0.2682	-0.0897
12.1200	-0.2691	-0.0869
12.1300	-0.2699	-0.0842
12.1400	-0.2708	-0.0814
12.1500	-0.2716	-0.0787
12.1600	-0.2723	-0.0759
12.1700	-0.2731	-0.0731
12.1800	-0.2738	-0.0704
12.1900	-0.2745	-0.0676
12.2000	-0.2751	-0.0648
12.2100	-0.2758	-0.0620
12.2200	-0.2764	-0.0592
12.2300	-0.2770	-0.0564
12.2400	-0.2775	-0.0536
12.2500	-0.2780	-0.0508
12.2600	-0.2785	-0.0480
12.2700	-0.2790	-0.0452
12.2800	-0.2794	-0.0424
12.2900	-0.2798	-0.0396
12.3000	-0.2802	-0.0368
12.3100	-0.2806	-0.0340
12.3200	-0.2809	-0.0312
12.3300	-0.2812	-0.0284
12.3400	-0.2815	-0.0255
12.3500	-0.2817	-0.0227
12.3600	-0.2819	-0.0199
12.3700	-0.2821	-0.0171
12.3800	-0.2823	-0.0142
12.3900	-0.2824	-0.0114
12.4000	-0.2825	-0.0086
12.4100	-0.2826	-0.0058
12.4200	-0.2826	-0.0029
12.4300	-0.2826	-0.0001
12.4400	-0.2826	0.0027
12.4500	-0.2826	0.0055
12.4600	-0.2825	0.0084
12.4700	-0.2824	0.0112
12.4800	-0.2823	0.0140
12.4900	-0.2821	0.0168
12.5000	-0.2819	0.0196
12.5100	-0.2817	0.0225
12.5200	-0.2815	0.0253
12.5300	-0.2812	0.0281
12.5400	-0.2809	0.0309
12.5500	-0.2806	0.0337
12.5600	-0.2803	0.0365
12.5700	-0.2799	0.0393
12.5800	-0.2795	0.0421
12.5900	-0.2790	0.0448
12.6000	-0.2786	0.0476
12.6100	-0.2781	0.0504
12.6200	-0.2776	0.0531
12.6300	-0.2770	0.0559
12.6400	-0.2765	0.0586
12.6500	-0.2759	0.0614
12.6600	-0.2752	0.0641
12.6700	-0.2746	0.0668
12.6800	-0.2739	0.0695
12.6900	-0.2732	0.0722
12.7000	-0.2724	0.0749
12.7100	-0.2717	0.0776
12.7200	-0.2709	0.0802
12.7300	-0.2701	0.0829
12.7400	-0.2692	0.0855
12.7500	-0.2684	0.0882
12.7600	-0.2675	0.0908
12.7700	-0.2666	0.0934
12.7800	-0.2656	0.0960
12.7900	-0.2646	0.0986
12.8000	-0.2636	0.1011
12.8100	-0.2626	0.1037
12.8200	-0.2616	0.1062
12.8300	-0.2605	0.1087
12.8400	-0.2594	0.1113
12.8500	-0.2583	0.1137
12.8600	-0.2571	0.1162
12.8700	-0.2559	0.1187
12.8800	-0.2547	0.1211
12.8900	-0.2535	0.1236
12.9000	-0.2523	0.1260
12.9100	-0.2510	0.1284
12.9200	-0.2497	0.1307
12.9300	-0.2484	0.1331
12.9400	-0.2470	0.1354
12.9500	-0.2457	0.1378
12.9600	-0.2443	0.1401
12.9700	-0.2429	0.1424
12.9800	-0.2414	0.1446
12.9900	-0.2400	0.1469
13.0000	-0.2385	0.1491
13.0100	-0.2370	0.1513
13.0200	-0.2355	0.1535
13.0300	-0.2339	0.1557
13.0400	-0.2324	0.1578
13.0500	-0.2308	0.1599
13.0600	-0.2292	0.1620
13.0700	-0.2275	0.1641
13.0800	-0.2259	0.1662
13.0900	-0.2242	0.1682
13.1000	-0.2225	0.1703
13.1100	-0.2208	0.1722
13.1200	-0.2191	0.1742
13.1300	-0.2173	0.1762
13.1400	-0.2155	0.1781
13.1500	-0.2138	0.1800
13.1600	-0.2119	0.1819
13.1700	-0.2101	0.1838
13.1800	-0.2083	0.1856
13.1900	-0.2064	0.1874
13.2000	-0.2045	0.1892
13.2100	-0.2026	0.1910
13.2200	-0.2007	0.1927
13.2300	-0.1988	0.1944
13.2400	-0.1968	0.1961
13.2500	-0.1948	0.1978
13.2600	-0.1929	0.1994
13.2700	-0.1909	0.2010
13.2800	-0.1888	0.2026
13.2900	-0.1868	0.2042
13.3000	-0.1848	0.2057
13.3100	-0.1827	0.2073
13.3200	-0.1806	0.2087
13.3300	-0.1785	0.2102
13.3400	-0.1764	0.2117
13.3500	-0.1743	0.2131
13.3600	-0.1721	0.2145
13.3700	-0.1700	0.2158
13.3800	-0.1678	0.2172
13.3900	-0.1656	0.2185
13.4000	-0.1635	0.2198
13.4100	-0.1613	0.2210
13.4200	-0.1590	0.2222
13.4300	-0.1568	0.2235
13.4400	-0.1546	0.2246
13.4500	-0.1523	0.2258
13.4600	-0.1500	0.2269
13.4700	-0.1478	0.2280
13.4800	-0.1455	0.2291
13.4900	-0.1432	0.2301
13.5000	-0.1409	0.2312
13.5100	-0.1386	0.2322
13.5200	-0.1362	0.2331
13.5300	-0.1339	0.2341
13.5400	-0.1316	0.2350
13.5500	-0.1292	0.2359
13.5600	-0.1268	0.2367
13.5700	-0.1245	0.2376
13.5800	-0.1221	0.2384
13.5900	-0.1197	0.2392
13.6000	-0.1173	0.2399
13.6100	-0.1149	0.2406
13.6200	-0.1125	0.2413
13.6300	-0.1101	0.2420
13.6400	-0.1077	0.2427
13.6500	-0.1052	0.2433
13.6600	-0.1028	0.2439
13.6700	-0.1004	0.2444
13.6800	-0.0979	0.2450
13.6900	-0.0955	0.2455
13.7000	-0.0930	0.2460
13.7100	-0.0905	0.2465
13.7200	-0.0881	0.2469
13.7300	-0.0856	0.2473
13.7400	-0.0831	0.2477
13.7500	-0.0806	0.2480
13.7600	-0.0782	0.2484
13.7700	-0.0757	0.2487
13.7800	-0.0732	0.2490
13.7900	-0.0707	0.2492
13.8000	-0.0682	0.2494
13.8100	-0.0657	0.2496
13.8200	-0.0632	0.2498
13.8300	-0.0607	0.2500
13.8400	-0.0582	0.2501
13.8500	-0.0557	0.2502
13.8600	-0.0532	0.2503
13.8700	-0.0507	0.2503
13.8800	-0.0482	0.2504
13.8900	-0.0457	0.2504
13.9000	-0.0432	0.2503
13.9100	-0.0407	0.2503
13.9200	-0.0382	0.2502
13.9300	-0.0357	0.2501
13.9400	-0.0332	0.2500
13.9500	-0.0307	0.2498
13.9600	-0.0282	0.2497
13.9700	-0.0257	0.2495
13.9800	-0.0232	0.2492
13.9900	-0.0207	0.2490
14.0000	-0.0182	0.2487
14.0100	-0.0157	0.2484
14.0200	-0.0132	0.2481
14.0300	-0.0108	0.2478
14.0400	-0.0083	0.2474
14.0500	-0.0058	0.2470
14.0600	-0.0034	0.2466
14.0700	-0.0009	0.2462
14.0800	0.0016	0.2457
14.0900	0.0040	0.2452
14.1000	0.0065	0.2447
14.1100	0.0089	0.2442
14.1200	0.0114	0.2437
14.1300	0.0138	0.2431
14.1400	0.0162	0.2425
14.1500	0.0186	0.2419
14.1600	0.0211	0.2412
14.1700	0.0235	0.2406
14.1800	0.0259	0.2399
14.1900	0.0283	0.2392
14.2000	0.0307	0.2385
14.2100	0.0330	0.2377
14.2200	0.0354	0.2370
14.2300	0.0378	0.2362
14.2400	0.0401	0.2354
14.2500	0.0425	0.2346
14.2600	0.0448	0.2337
14.2700	0.0472	0.2328
14.2800	0.0495	0.2319
14.2900	0.0518	0.2310
14.3000	0.0541	0.2301
14.3100	0.0564	0.2292
14.3200	0.0587	0.2282
14.3300	0.0610	0.2272
14.3400	0.0632	0.2262
14.3500	0.0655	0.2252
14.3600	0.0677	0.2241
14.3700	0.0700	0.2231
14.3800	0.0722	0.2220
14.3900	0.0744	0.2209
14.4000	0.0766	0.2198
14.4100	0.0788	0.2186
14.4200	0.0810	0.2175
14.4300	0.0832	0.2163
14.4400	0.0853	0.2151
14.4500	0.0875	0.2139
14.4600	0.0896	0.2127
14.4700	0.0917	0.2114
14.4800	0.0938	0.2102
14.4900	0.0959	0.2089
14.5000	0.0980	0.2076
14.5100	0.1001	0.2063
14.5200	0.1021	0.2050
14.5300	0.1042	0.2036
14.5400	0.1062	0.2023
14.5500	0.1082	0.2009
14.5600	0.1102	0.1995
14.5700	0.1122	0.1981
14.5800	0.1142	0.1966
14.5900	0.1161	0.1952
14.6000	0.1181	0.1938
14.6100	0.1200	0.1923
14.6200	0.1219	0.1908
14.6300	0.1238	0.1893
14.6400	0.1257	0.1878
14.6500	0.1276	0.1863
14.6600	0.1294	0.1847
14.6700	0.1313	0.1832
14.6800	0.1331	0.1816
14.6900	0.1349	0.1800
14.7000	0.1367	0.1784
14.7100	0.1385	0.1768
14.7200	0.1402	0.1752
14.7300	0.1420	0.1735
14.7400	0.1437	0.1719
14.7500	0.1454	0.1702
14.7600	0.1471	0.1685
14.7700	0.1488	0.1668
14.7800	0.1504	0.1651
14.7900	0.1521	0.1634
14.8000	0.1537	0.1617
14.8100	0.1553	0.1600
14.8200	0.1569	0.1582
14.8300	0.1585	0.1564
14.8400	0.1600	0.1547
14.8500	0.1616	0.1529
14.8600	0.1631	0.1511
14.8700	0.1646	0.1493
14.8800	0.1661	0.1475
14.8900	0.1675	0.1456
14.9000	0.1690	0.1438
14.9100	0.1704	0.1419
14.9200	0.1718	0.1401
14.9300	0.1732	0.1382
14.9400	0.1746	0.1363
14.9500	0.1760	0.1344
14.9600	0.1773	0.1325
14.9700	0.1786	0.1306
14.9800	0.1799	0.1287
14.9900	0.1812	0.1268
15.0000	0.1824	0.1248
15.0100	0.1837	0.1229
15.0200	0.1849	0.1209
15.0300	0.1861	0.1190
15.0400	0.1873	0.1170
15.0500	0.1884	0.1150
15.0600	0.1896	0.1130
15.0700	0.1907	0.1110
15.0800	0.1918	0.1090
15.0900	0.1929	0.1070
15.1000	0.1939	0.1050
15.1100	0.1950	0.1030
15.1200	0.1960	0.1010
15.1300	0.1970	0.0989
15.1400	0.1980	0.0969
15.1500	0.1989	0.0948
15.1600	0.1999	0.0928
15.1700	0.2008	0.0907
15.1800	0.2017	0.0886
15.1900	0.2026	0.0865
15.2000	0.2034	0.0845
15.2100	0.2042	0.0824
15.2200	0.2051	0.0803
15.2300	0.2059	0.0782
15.2400	0.2066	0.0761
15.2500	0.2074	0.0739
15.2600	0.2081	0.0718
15.2700	0.2088	0.0697
15.2800	0.2095	0.0676
15.2900	0.2102	0.0654
15.3000	0.2108	0.0633
15.3100	0.2114	0.0612
15.3200	0.2120	0.0590
15.3300	0.2126	0.0569
15.3400	0.2132	0.0547
15.3500	0.2137	0.0526
15.3600	0.2142	0.0504
15.3700	0.2147	0.0482
15.3800	0.2152	0.0461
15.3900	0.2156	0.0439
15.4000	0.2161	0.0417
15.4100	0.2165	0.0396
15.4200	0.2169	0.0374
15.4300	0.2172	0.0352
15.4400	0.2176	0.0330
15.4500	0.2179	0.0308
15.4600	0.2182	0.0287
15.4700	0.2184	0.0265
15.4800	0.2187	0.0243
15.4900	0.2189	0.0221
15.5000	0.2191	0.0199
15.5100	0.2193	0.0177
15.5200	0.2195	0.0155
15.5300	0.2196	0.0133
15.5400	0.2198	0.0111
15.5500	0.2199	0.0089
15.5600	0.2199	0.0067
15.5700	0.2200	0.0045
15.5800	0.2200	0.0023
15.5900	0.2200	0.0001
15.6000	0.2200	-0.0021
15.6100	0.2200	-0.0043
15.6200	0.2199	-0.0065
15.6300	0.2199	-0.0087
15.6400	0.2198	-0.0109
15.6500	0.2197	-0.0131
15.6600	0.2195	-0.0153
15.6700	0.2193	-0.0175
15.6800	0.2192	-0.0197
15.6900	0.2190	-0.0219
15.7000	0.2187	-0.0240
15.7100	0.2185	-0.0262
15.7200	0.2182	-0.0284
15.7300	0.2179	-0.0306
15.7400	0.2176	-0.0327
15.7500	0.2173	-0.0349
15.7600	0.2169	-0.0371
15.7700	0.2165	-0.0392
15.7800	0.2161	-0.0414
15.7900	0.2157	-0.0435
15.8000	0.2152	-0.0457
15.8100	0.2148	-0.0478
15.8200	0.2143	-0.0499
15.8300	0.2138	-0.0520
15.8400	0.2132	-0.0542
15.8500	0.2127	-0.0563
15.8600	0.2121	-0.0584
15.8700	0.2115	-0.0605
15.8800	0.2109	-0.0625
15.8900	0.2103	-0.0646
15.9000	0.2096	-0.0667
15.9100	0.2089	-0.0687
15.9200	0.2082	-0.0708
15.9300	0.2075	-0.0728
15.9400	0.2068	-0.0749
15.9500	0.2060	-0.0769
15.9600	0.2052	-0.0789
15.9700	0.2044	-0.0809
15.9800	0.2036	-0.0829
15.9900	0.2028	-0.0849
16.0000	0.2019	-0.0868
16.0100	0.2011	-0.0888
16.0200	0.2002	-0.0907
16.0300	0.1992	-0.0927
16.0400	0.1983	-0.0946
16.0500	0.1973	-0.0965
16.0600	0.1964	-0.0984
16.0700	0.1954	-0.1003
16.0800	0.1944	-0.1022
16.0900	0.1933	-0.1040
16.1000	0.1923	-0.1059
16.1100	0.1912	-0.1077
16.1200	0.1901	-0.1095
16.1300	0.1890	-0.1113
16.1400	0.1879	-0.1131
16.1500	0.1868	-0.1149
16.1600	0.1856	-0.1166
16.1700	0.1844	-0.1184
16.1800	0.1832	-0.1201
16.1900	0.1820	-0.1218
16.2000	0.1808	-0.1235
16.2100	0.1796	-0.1252
16.2200	0.1783	-0.1269
16.2300	0.1770	-0.1285
16.2400	0.1757	-0.1302
16.2500	0.1744	-0.1318
16.2600	0.1731	-0.1334
16.2700	0.1717	-0.1350
16.2800	0.1704	-0.1366
16.2900	0.1690	-0.1381
16.3000	0.1676	-0.1397
16.3100	0.1662	-0.1412
16.3200	0.1648	-0.1427
16.3300	0.1634	-0.1442
16.3400	0.1619	-0.1457
16.3500	0.1605	-0.1471
16.3600	0.1590	-0.1485
16.3700	0.1575	-0.1500
16.3800	0.1560	-0.1513
16.3900	0.1545	-0.1527
16.4000	0.1529	-0.1541
16.4100	0.1514	-0.1554
16.4200	0.1498	-0.1568
16.4300	0.1482	-0.1581
16.4400	0.1467	-0.1593
16.4500	0.1451	-0.1606
16.4600	0.1434	-0.1619
16.4700	0.1418	-0.1631
16.4800	0.1402	-0.1643
16.4900	0.1385	-0.1655
16.5000	0.1369	-0.1667
16.5100	0.1352	-0.1678
16.5200	0.1335	-0.1689
16.5300	0.1318	-0.1700
16.5400	0.1301	-0.1711
16.5500	0.1284	-0.1722
16.5600	0.1267	-0.1733
16.5700	0.1249	-0.1743
16.5800	0.1232	-0.1753
16.5900	0.1214	-0.1763
16.6000	0.1197	-0.1773
16.6100	0.1179	-0.1782
16.6200	0.1161	-0.1791
16.6300	0.1143	-0.1801
16.6400	0.1125	-0.1809
16.6500	0.1107	-0.1818
16.6600	0.1089	-0.1827
16.6700	0.1070	-0.1835
16.6800	0.1052	-0.1843
16.6900	0.1033	-0.1851
16.7000	0.1015	-0.1859
16.7100	0.0996	-0.1866
16.7200	0.0978	-0.1873
16.7300	0.0959	-0.1880
16.7400	0.0940	-0.1887
16.7500	0.0921	-0.1894
16.7600	0.0902	-0.1900
16.7700	0.0883	-0.1906
16.7800	0.0864	-0.1912
16.7900	0.0845	-0.1918
16.8000	0.0826	-0.1924
16.8100	0.0806	-0.1929
16.8200	0.0787	-0.1934
16.8300	0.0768	-0.1939
16.8400	0.0748	-0.1944
16.8500	0.0729	-0.1949
16.8600	0.0709	-0.1953
16.8700	0.0690	-0.1957
16.8800	0.0670	-0.1961
16.8900	0.0650	-0.1965
16.9000	0.0631	-0.1968
16.9100	0.0611	-0.1971
16.9200	0.0591	-0.1975
16.9300	0.0572	-0.1977
16.9400	0.0552	-0.1980
16.9500	0.0532	-0.1983
16.9600	0.0512	-0.1985
16.9700	0.0492	-0.1987
16.9800	0.0472	-0.1989
16.9900	0.0453	-0.1990
17.0000	0.0433	-0.1992
17.0100	0.0413	-0.1993
17.0200	0.0393	-0.1994
17.0300	0.0373	-0.1995
17.0400	0.0353	-0.1996
17.0500	0.0333	-0.1996
17.0600	0.0313	-0.1996
17.0700	0.0293	-0.1996
17.0800	0.0273	-0.1996
17.0900	0.0253	-0.1996
17.1000	0.0233	-0.1995
17.1100	0.0213	-0.1995
17.1200	0.0193	-0.1994
17.1300	0.0173	-0.1992
17.1400	0.0153	-0.1991
17.1500	0.0133	-0.1990
17.1600	0.0114	-0.1988
17.1700	0.0094	-0.1986
17.1800	0.0074	-0.1984
17.1900	0.0054	-0.1981
17.2000	0.0034	-0.1979
17.2100	0.0014	-0.1976
17.2200	-0.0005	-0.1973
17.2300	-0.0025	-0.1970
17.2400	-0.0045	-0.1967
17.2500	-0.0064	-0.1964
17.2600	-0.0084	-0.1960
17.2700	-0.0104	-0.1956
17.2800	-0.0123	-0.1952
17.2900	-0.0143	-0.1948
17.3000	-0.0162	-0.1944
17.3100	-0.0182	-0.1939
17.3200	-0.0201	-0.1934
17.3300	-0.0220	-0.1929
17.3400	-0.0239	-0.1924
17.3500	-0.0259	-0.1919
17.3600	-0.0278	-0.1914
17.3700	-0.0297	-0.1908
17.3800	-0.0316	-0.1902
17.3900	-0.0335	-0.1896
17.4000	-0.0354	-0.1890
17.4100	-0.0373	-0.1884
17.4200	-0.0392	-0.1877
17.4300	-0.0410	-0.1871
17.4400	-0.0429	-0.1864
17.4500	-0.0448	-0.1857
17.4600	-0.0466	-0.1850
17.4700	-0.0485	-0.1843
17.4800	-0.0503	-0.1835
17.4900	-0.0521	-0.1827
17.5000	-0.0540	-0.1820
17.5100	-0.0558	-0.1812
17.5200	-0.0576	-0.1804
17.5300	-0.0594	-0.1795
17.5400	-0.0612	-0.1787
17.5500	-0.0630	-0.1778
17.5600	-0.0647	-0.1770
17.5700	-0.0665	-0.1761
17.5800	-0.0682	-0.1752
17.5900	-0.0700	-0.1742
17.6000	-0.0717	-0.1733
17.6100	-0.0735	-0.1724
17.6200	-0.0752	-0.1714
17.6300	-0.0769	-0.1704
17.6400	-0.0786	-0.1694
17.6500	-0.0803	-0.1684
17.6600	-0.0820	-0.1674
17.6700	-0.0836	-0.1663
17.6800	-0.0853	-0.1653
17.6900	-0.0869	-0.1642
17.7000	-0.0886	-0.1632
17.7100	-0.0902	-0.1621
17.7200	-0.0918	-0.1610
17.7300	-0.0934	-0.1598
17.7400	-0.0950	-0.1587
17.7500	-0.0966	-0.1576
17.7600	-0.0982	-0.1564
17.7700	-0.0997	-0.1552
17.7800	-0.1013	-0.1540
17.7900	-0.1028	-0.1528
17.8000	-0.1043	-0.1516
17.8100	-0.1058	-0.1504
17.8200	-0.1073	-0.1492
17.8300	-0.1088	-0.1479
17.8400	-0.1103	-0.1467
17.8500	-0.1117	-0.1454
17.8600	-0.1132	-0.1441
17.8700	-0.1146	-0.1428
